circRNA,RBP,query_gene
2_89156855_89157003|MIR4436A,BRUNOL6,MIR4436A
2_89156855_89157003|MIR4436A,CUG-BP,MIR4436A
2_89156855_89157003|MIR4436A,G3BP2,MIR4436A
2_89156855_89157003|MIR4436A,HNRNPA1,MIR4436A
2_89156855_89157003|MIR4436A,HNRNPA1L2,MIR4436A
2_89156855_89157003|MIR4436A,HNRNPA2B1,MIR4436A
2_89156855_89157003|MIR4436A,HNRNPF,MIR4436A
2_89156855_89157003|MIR4436A,HNRNPH2,MIR4436A
2_89156855_89157003|MIR4436A,MBNL1,MIR4436A
2_89156855_89157003|MIR4436A,PTBP1,MIR4436A
2_89156855_89157003|MIR4436A,RBM24,MIR4436A
2_89156855_89157003|MIR4436A,RBM38,MIR4436A
2_89156855_89157003|MIR4436A,SRSF1,MIR4436A
2_89156855_89157003|MIR4436A,SRSF2,MIR4436A
2_89156855_89157003|MIR4436A,SRSF3,MIR4436A
2_89156855_89157003|MIR4436A,SRSF5,MIR4436A
2_8936900_8938397|KIDINS220,CUG-BP,KIDINS220
2_8936900_8938397|KIDINS220,DAZAP1,KIDINS220
2_8936900_8938397|KIDINS220,FMR1,KIDINS220
2_8936900_8938397|KIDINS220,KHDRBS2,KIDINS220
2_8936900_8938397|KIDINS220,KHDRBS3,KIDINS220
2_8936900_8938397|KIDINS220,MBNL1,KIDINS220
2_8936900_8938397|KIDINS220,RBM5,KIDINS220
2_8936900_8938397|KIDINS220,SRSF2,KIDINS220
2_8936900_8938397|KIDINS220,SRSF3,KIDINS220
2_8936900_8938397|KIDINS220,TARDBP,KIDINS220
2_8936900_8938397|KIDINS220,TRA2B,KIDINS220
2_95773998_95774153|MRPS5,ANKHD1,MRPS5
2_95773998_95774153|MRPS5,CNOT4,MRPS5
2_95773998_95774153|MRPS5,HNRNPA1,MRPS5
2_95773998_95774153|MRPS5,HNRNPA1L2,MRPS5
2_95773998_95774153|MRPS5,HNRNPA2B1,MRPS5
2_95773998_95774153|MRPS5,HNRNPH1,MRPS5
2_95773998_95774153|MRPS5,LIN28A,MRPS5
2_95773998_95774153|MRPS5,PABPC1,MRPS5
2_95773998_95774153|MRPS5,PABPC4,MRPS5
2_95773998_95774153|MRPS5,PABPC5,MRPS5
2_95773998_95774153|MRPS5,PABPN1,MRPS5
2_95773998_95774153|MRPS5,PTBP1,MRPS5
2_95773998_95774153|MRPS5,RBM5,MRPS5
2_95773998_95774153|MRPS5,SART3,MRPS5
2_95773998_95774153|MRPS5,SRSF1,MRPS5
2_95773998_95774153|MRPS5,SRSF10,MRPS5
2_95773998_95774153|MRPS5,SRSF2,MRPS5
2_95773998_95774153|MRPS5,SRSF5,MRPS5
2_95773998_95774153|MRPS5,SRSF7,MRPS5
2_95773998_95774153|MRPS5,TRA2A,MRPS5
2_95773998_95774153|MRPS5,TRA2B,MRPS5
2_95941731_95941854|PROM2,CUG-BP,PROM2
2_95941731_95941854|PROM2,FUS,PROM2
2_95941731_95941854|PROM2,MBNL1,PROM2
2_95941731_95941854|PROM2,PPRC1,PROM2
2_95941731_95941854|PROM2,PTBP1,PROM2
2_95941731_95941854|PROM2,RBM4,PROM2
2_95941731_95941854|PROM2,RBM8A,PROM2
2_95941731_95941854|PROM2,SAMD4A,PROM2
2_95941731_95941854|PROM2,SRSF1,PROM2
2_95941731_95941854|PROM2,SRSF2,PROM2
2_95941731_95941854|PROM2,SRSF3,PROM2
2_95941731_95941854|PROM2,SRSF5,PROM2
2_95941731_95941854|PROM2,TARDBP,PROM2
2_95941731_95941854|PROM2,ZC3H10,PROM2
2_96550087_96551868|ANKRD36C,CNOT4,ANKRD36C
2_96550087_96551868|ANKRD36C,ENOX1,ANKRD36C
2_96550087_96551868|ANKRD36C,HNRNPL,ANKRD36C
2_96550087_96551868|ANKRD36C,MBNL1,ANKRD36C
2_96550087_96551868|ANKRD36C,PABPC4,ANKRD36C
2_96550087_96551868|ANKRD36C,PTBP1,ANKRD36C
2_96550087_96551868|ANKRD36C,SNRNP70,ANKRD36C
2_96550087_96551868|ANKRD36C,SRSF10,ANKRD36C
2_96550087_96551868|ANKRD36C,SRSF3,ANKRD36C
2_96550087_96551868|ANKRD36C,SRSF5,ANKRD36C
2_96550087_96551868|ANKRD36C,TRA2B,ANKRD36C
2_96555713_96557485|ANKRD36C,CNOT4,ANKRD36C
2_96555713_96557485|ANKRD36C,CPEB4,ANKRD36C
2_96555713_96557485|ANKRD36C,FXR1,ANKRD36C
2_96555713_96557485|ANKRD36C,HNRNPL,ANKRD36C
2_96555713_96557485|ANKRD36C,MBNL1,ANKRD36C
2_96555713_96557485|ANKRD36C,PTBP1,ANKRD36C
2_96555713_96557485|ANKRD36C,RBM3,ANKRD36C
2_96555713_96557485|ANKRD36C,SRSF3,ANKRD36C
2_96555713_96557485|ANKRD36C,SRSF7,ANKRD36C
2_96555713_96557485|ANKRD36C,TRA2B,ANKRD36C
2_96555713_96557485|ANKRD36C,YBX1,ANKRD36C
2_96555713_96557485|ANKRD36C,YBX2,ANKRD36C
2_96555713_96557485|ANKRD36C,ZC3H14,ANKRD36C
2_96563184_96576193|ANKRD36C,BRUNOL4,ANKRD36C
2_96563184_96576193|ANKRD36C,BRUNOL5,ANKRD36C
2_96563184_96576193|ANKRD36C,CPEB4,ANKRD36C
2_96563184_96576193|ANKRD36C,FXR1,ANKRD36C
2_96563184_96576193|ANKRD36C,G3BP2,ANKRD36C
2_96563184_96576193|ANKRD36C,HNRNPH1,ANKRD36C
2_96563184_96576193|ANKRD36C,MBNL1,ANKRD36C
2_96563184_96576193|ANKRD36C,PTBP1,ANKRD36C
2_96563184_96576193|ANKRD36C,SRSF1,ANKRD36C
2_96563184_96576193|ANKRD36C,SRSF3,ANKRD36C
2_96563184_96576193|ANKRD36C,SRSF5,ANKRD36C
2_96563184_96576193|ANKRD36C,SRSF7,ANKRD36C
2_96563184_96576193|ANKRD36C,TIA1,ANKRD36C
2_96563184_96576193|ANKRD36C,TRA2B,ANKRD36C
2_96563184_96576193|ANKRD36C,YBX2,ANKRD36C
2_96563184_96576193|ANKRD36C,ZC3H14,ANKRD36C
2_96579855_96581919|ANKRD36C,DAZAP1,ANKRD36C
2_96579855_96581919|ANKRD36C,G3BP2,ANKRD36C
2_96579855_96581919|ANKRD36C,HNRNPA2B1,ANKRD36C
2_96579855_96581919|ANKRD36C,HNRNPF,ANKRD36C
2_96579855_96581919|ANKRD36C,HNRNPH1,ANKRD36C
2_96579855_96581919|ANKRD36C,IGF2BP2,ANKRD36C
2_96579855_96581919|ANKRD36C,IGF2BP3,ANKRD36C
2_96579855_96581919|ANKRD36C,KHDRBS1,ANKRD36C
2_96579855_96581919|ANKRD36C,KHDRBS2,ANKRD36C
2_96579855_96581919|ANKRD36C,KHDRBS3,ANKRD36C
2_96579855_96581919|ANKRD36C,LIN28A,ANKRD36C
2_96579855_96581919|ANKRD36C,PABPC1,ANKRD36C
2_96579855_96581919|ANKRD36C,PABPC3,ANKRD36C
2_96579855_96581919|ANKRD36C,PABPC4,ANKRD36C
2_96579855_96581919|ANKRD36C,PABPC5,ANKRD36C
2_96579855_96581919|ANKRD36C,PABPN1,ANKRD36C
2_96579855_96581919|ANKRD36C,PTBP1,ANKRD36C
2_96579855_96581919|ANKRD36C,RBM3,ANKRD36C
2_96579855_96581919|ANKRD36C,RBM5,ANKRD36C
2_96579855_96581919|ANKRD36C,SART3,ANKRD36C
2_96579855_96581919|ANKRD36C,SRSF1,ANKRD36C
2_96579855_96581919|ANKRD36C,SRSF10,ANKRD36C
2_96579855_96581919|ANKRD36C,SRSF2,ANKRD36C
2_96579855_96581919|ANKRD36C,SRSF3,ANKRD36C
2_96579855_96581919|ANKRD36C,SRSF5,ANKRD36C
2_96579855_96581919|ANKRD36C,SRSF7,ANKRD36C
2_96579855_96581919|ANKRD36C,SRSF9,ANKRD36C
2_96579855_96581919|ANKRD36C,TRA2B,ANKRD36C
2_96579855_96581919|ANKRD36C,YBX2,ANKRD36C
2_96580022_96583675|ANKRD36C,HNRNPH1,ANKRD36C
2_96580022_96583675|ANKRD36C,MBNL1,ANKRD36C
2_96580022_96583675|ANKRD36C,PABPC3,ANKRD36C
2_96580022_96583675|ANKRD36C,SRSF1,ANKRD36C
2_96580022_96583675|ANKRD36C,SRSF7,ANKRD36C
2_96580022_96583675|ANKRD36C,TRA2B,ANKRD36C
2_96580022_96583675|ANKRD36C,ZC3H14,ANKRD36C
2_96585480_96585668|ANKRD36C,CNOT4,ANKRD36C
2_96585480_96585668|ANKRD36C,HNRNPL,ANKRD36C
2_96585480_96585668|ANKRD36C,HNRPLL,ANKRD36C
2_96585480_96585668|ANKRD36C,IGF2BP3,ANKRD36C
2_96585480_96585668|ANKRD36C,KHDRBS1,ANKRD36C
2_96585480_96585668|ANKRD36C,KHDRBS2,ANKRD36C
2_96585480_96585668|ANKRD36C,KHDRBS3,ANKRD36C
2_96585480_96585668|ANKRD36C,LIN28A,ANKRD36C
2_96585480_96585668|ANKRD36C,PABPC1,ANKRD36C
2_96585480_96585668|ANKRD36C,PABPC3,ANKRD36C
2_96585480_96585668|ANKRD36C,PABPC4,ANKRD36C
2_96585480_96585668|ANKRD36C,PABPC5,ANKRD36C
2_96585480_96585668|ANKRD36C,PABPN1,ANKRD36C
2_96585480_96585668|ANKRD36C,PTBP1,ANKRD36C
2_96585480_96585668|ANKRD36C,SART3,ANKRD36C
2_96585480_96585668|ANKRD36C,SRSF1,ANKRD36C
2_96585480_96585668|ANKRD36C,SRSF10,ANKRD36C
2_96585480_96585668|ANKRD36C,SRSF3,ANKRD36C
2_96585480_96585668|ANKRD36C,SRSF5,ANKRD36C
2_96585480_96585668|ANKRD36C,SRSF7,ANKRD36C
2_96585480_96585668|ANKRD36C,TRA2B,ANKRD36C
2_96585480_96585668|ANKRD36C,YBX1,ANKRD36C
2_96585480_96585668|ANKRD36C,YBX2,ANKRD36C
2_96585480_96587558|ANKRD36C,CNOT4,ANKRD36C
2_96585480_96587558|ANKRD36C,HNRNPL,ANKRD36C
2_96585480_96587558|ANKRD36C,IGF2BP3,ANKRD36C
2_96585480_96587558|ANKRD36C,KHDRBS1,ANKRD36C
2_96585480_96587558|ANKRD36C,KHDRBS2,ANKRD36C
2_96585480_96587558|ANKRD36C,KHDRBS3,ANKRD36C
2_96585480_96587558|ANKRD36C,LIN28A,ANKRD36C
2_96585480_96587558|ANKRD36C,PABPC1,ANKRD36C
2_96585480_96587558|ANKRD36C,PABPC3,ANKRD36C
2_96585480_96587558|ANKRD36C,PABPC4,ANKRD36C
2_96585480_96587558|ANKRD36C,PABPC5,ANKRD36C
2_96585480_96587558|ANKRD36C,PABPN1,ANKRD36C
2_96585480_96587558|ANKRD36C,PTBP1,ANKRD36C
2_96585480_96587558|ANKRD36C,SART3,ANKRD36C
2_96585480_96587558|ANKRD36C,SRSF1,ANKRD36C
2_96585480_96587558|ANKRD36C,SRSF10,ANKRD36C
2_96585480_96587558|ANKRD36C,SRSF3,ANKRD36C
2_96585480_96587558|ANKRD36C,SRSF5,ANKRD36C
2_96585480_96587558|ANKRD36C,SRSF7,ANKRD36C
2_96585480_96587558|ANKRD36C,TRA2B,ANKRD36C
2_96585480_96587558|ANKRD36C,YBX1,ANKRD36C
2_96585480_96587558|ANKRD36C,YBX2,ANKRD36C
2_96585480_96628295|ANKRD36C,CNOT4,ANKRD36C
2_96585480_96628295|ANKRD36C,HNRNPL,ANKRD36C
2_96585480_96628295|ANKRD36C,HNRPLL,ANKRD36C
2_96585480_96628295|ANKRD36C,IGF2BP2,ANKRD36C
2_96585480_96628295|ANKRD36C,IGF2BP3,ANKRD36C
2_96585480_96628295|ANKRD36C,KHDRBS1,ANKRD36C
2_96585480_96628295|ANKRD36C,KHDRBS2,ANKRD36C
2_96585480_96628295|ANKRD36C,KHDRBS3,ANKRD36C
2_96585480_96628295|ANKRD36C,LIN28A,ANKRD36C
2_96585480_96628295|ANKRD36C,PABPC1,ANKRD36C
2_96585480_96628295|ANKRD36C,PABPC3,ANKRD36C
2_96585480_96628295|ANKRD36C,PABPC4,ANKRD36C
2_96585480_96628295|ANKRD36C,PABPC5,ANKRD36C
2_96585480_96628295|ANKRD36C,PABPN1,ANKRD36C
2_96585480_96628295|ANKRD36C,PTBP1,ANKRD36C
2_96585480_96628295|ANKRD36C,SART3,ANKRD36C
2_96585480_96628295|ANKRD36C,SRSF1,ANKRD36C
2_96585480_96628295|ANKRD36C,SRSF10,ANKRD36C
2_96585480_96628295|ANKRD36C,SRSF3,ANKRD36C
2_96585480_96628295|ANKRD36C,SRSF5,ANKRD36C
2_96585480_96628295|ANKRD36C,SRSF7,ANKRD36C
2_96585480_96628295|ANKRD36C,TRA2B,ANKRD36C
2_96585480_96628295|ANKRD36C,YBX1,ANKRD36C
2_96585480_96628295|ANKRD36C,YBX2,ANKRD36C
2_96859006_96860745|STARD7,BRUNOL4,STARD7
2_96859006_96860745|STARD7,BRUNOL6,STARD7
2_96859006_96860745|STARD7,CNOT4,STARD7
2_96859006_96860745|STARD7,CPEB4,STARD7
2_96859006_96860745|STARD7,HNRNPC,STARD7
2_96859006_96860745|STARD7,HNRNPCL1,STARD7
2_96859006_96860745|STARD7,HNRNPF,STARD7
2_96859006_96860745|STARD7,HNRNPH2,STARD7
2_96859006_96860745|STARD7,HNRNPL,STARD7
2_96859006_96860745|STARD7,HNRNPM,STARD7
2_96859006_96860745|STARD7,HNRPLL,STARD7
2_96859006_96860745|STARD7,IGF2BP3,STARD7
2_96859006_96860745|STARD7,MBNL1,STARD7
2_96859006_96860745|STARD7,MSI1,STARD7
2_96859006_96860745|STARD7,SFPQ,STARD7
2_96859006_96860745|STARD7,SRSF1,STARD7
2_96859006_96860745|STARD7,SRSF3,STARD7
2_96859006_96860745|STARD7,SRSF5,STARD7
2_96859006_96860745|STARD7,TIA1,STARD7
2_96859006_96860745|STARD7,TRA2B,STARD7
2_96859006_96860745|STARD7,ZNF638,STARD7
2_96943363_96943676|SNRNP200,SRSF3,SNRNP200
2_96943363_96943676|SNRNP200,SRSF5,SNRNP200
2_96943363_96943676|SNRNP200,YBX1,SNRNP200
2_97526270_97526452|SEMA4C,FMR1,SEMA4C
2_97526270_97526452|SEMA4C,FXR2,SEMA4C
2_97526270_97526452|SEMA4C,PCBP2,SEMA4C
2_97526270_97526452|SEMA4C,RBM4,SEMA4C
2_97526270_97526452|SEMA4C,SNRPA,SEMA4C
2_97526270_97526452|SEMA4C,SRSF3,SEMA4C
2_97526270_97526452|SEMA4C,SRSF5,SEMA4C
2_97808376_97877478|ANKRD36,CNOT4,ANKRD36
2_97808376_97877478|ANKRD36,HNRNPL,ANKRD36
2_97808376_97877478|ANKRD36,HNRPLL,ANKRD36
2_97808376_97877478|ANKRD36,IGF2BP2,ANKRD36
2_97808376_97877478|ANKRD36,IGF2BP3,ANKRD36
2_97808376_97877478|ANKRD36,KHDRBS2,ANKRD36
2_97808376_97877478|ANKRD36,KHDRBS3,ANKRD36
2_97808376_97877478|ANKRD36,PABPC1,ANKRD36
2_97808376_97877478|ANKRD36,PABPC4,ANKRD36
2_97808376_97877478|ANKRD36,PTBP1,ANKRD36
2_97808376_97877478|ANKRD36,QKI,ANKRD36
2_97808376_97877478|ANKRD36,RBM42,ANKRD36
2_97808376_97877478|ANKRD36,SART3,ANKRD36
2_97808376_97877478|ANKRD36,SRSF3,ANKRD36
2_97808376_97877478|ANKRD36,SRSF5,ANKRD36
2_97808376_97877478|ANKRD36,SRSF7,ANKRD36
2_97808376_97877478|ANKRD36,TRA2B,ANKRD36
2_97808376_97877478|ANKRD36,YBX1,ANKRD36
2_97808376_97877478|ANKRD36,YBX2,ANKRD36
2_97852934_97877478|ANKRD36,CNOT4,ANKRD36
2_97852934_97877478|ANKRD36,HNRNPL,ANKRD36
2_97852934_97877478|ANKRD36,HNRPLL,ANKRD36
2_97852934_97877478|ANKRD36,IGF2BP2,ANKRD36
2_97852934_97877478|ANKRD36,IGF2BP3,ANKRD36
2_97852934_97877478|ANKRD36,KHDRBS2,ANKRD36
2_97852934_97877478|ANKRD36,KHDRBS3,ANKRD36
2_97852934_97877478|ANKRD36,PABPC1,ANKRD36
2_97852934_97877478|ANKRD36,PABPC4,ANKRD36
2_97852934_97877478|ANKRD36,PTBP1,ANKRD36
2_97852934_97877478|ANKRD36,QKI,ANKRD36
2_97852934_97877478|ANKRD36,RBM42,ANKRD36
2_97852934_97877478|ANKRD36,SART3,ANKRD36
2_97852934_97877478|ANKRD36,SRSF3,ANKRD36
2_97852934_97877478|ANKRD36,SRSF5,ANKRD36
2_97852934_97877478|ANKRD36,SRSF7,ANKRD36
2_97852934_97877478|ANKRD36,TRA2B,ANKRD36
2_97852934_97877478|ANKRD36,YBX1,ANKRD36
2_97852934_97877478|ANKRD36,YBX2,ANKRD36
2_97856714_97877478|ANKRD36,CNOT4,ANKRD36
2_97856714_97877478|ANKRD36,HNRNPL,ANKRD36
2_97856714_97877478|ANKRD36,HNRPLL,ANKRD36
2_97856714_97877478|ANKRD36,IGF2BP2,ANKRD36
2_97856714_97877478|ANKRD36,IGF2BP3,ANKRD36
2_97856714_97877478|ANKRD36,KHDRBS2,ANKRD36
2_97856714_97877478|ANKRD36,KHDRBS3,ANKRD36
2_97856714_97877478|ANKRD36,PABPC1,ANKRD36
2_97856714_97877478|ANKRD36,PABPC4,ANKRD36
2_97856714_97877478|ANKRD36,PTBP1,ANKRD36
2_97856714_97877478|ANKRD36,QKI,ANKRD36
2_97856714_97877478|ANKRD36,RBM42,ANKRD36
2_97856714_97877478|ANKRD36,SART3,ANKRD36
2_97856714_97877478|ANKRD36,SRSF3,ANKRD36
2_97856714_97877478|ANKRD36,SRSF5,ANKRD36
2_97856714_97877478|ANKRD36,SRSF7,ANKRD36
2_97856714_97877478|ANKRD36,TRA2B,ANKRD36
2_97856714_97877478|ANKRD36,YBX1,ANKRD36
2_97856714_97877478|ANKRD36,YBX2,ANKRD36
2_97858594_97858790|ANKRD36,CNOT4,ANKRD36
2_97858594_97858790|ANKRD36,FMR1,ANKRD36
2_97858594_97858790|ANKRD36,FXR1,ANKRD36
2_97858594_97858790|ANKRD36,G3BP2,ANKRD36
2_97858594_97858790|ANKRD36,HNRNPA2B1,ANKRD36
2_97858594_97858790|ANKRD36,KHDRBS2,ANKRD36
2_97858594_97858790|ANKRD36,KHDRBS3,ANKRD36
2_97858594_97858790|ANKRD36,LIN28A,ANKRD36
2_97858594_97858790|ANKRD36,PABPC1,ANKRD36
2_97858594_97858790|ANKRD36,PABPC3,ANKRD36
2_97858594_97858790|ANKRD36,PABPC4,ANKRD36
2_97858594_97858790|ANKRD36,PABPC5,ANKRD36
2_97858594_97858790|ANKRD36,PABPN1,ANKRD36
2_97858594_97858790|ANKRD36,PTBP1,ANKRD36
2_97858594_97858790|ANKRD36,RBM42,ANKRD36
2_97858594_97858790|ANKRD36,SART3,ANKRD36
2_97858594_97858790|ANKRD36,SRSF1,ANKRD36
2_97858594_97858790|ANKRD36,SRSF10,ANKRD36
2_97858594_97858790|ANKRD36,SRSF2,ANKRD36
2_97858594_97858790|ANKRD36,SRSF3,ANKRD36
2_97858594_97858790|ANKRD36,SRSF5,ANKRD36
2_97858594_97858790|ANKRD36,SRSF7,ANKRD36
2_97858594_97858790|ANKRD36,TRA2B,ANKRD36
2_97858594_97858790|ANKRD36,YBX2,ANKRD36
2_97858717_97867967|ANKRD36,BRUNOL4,ANKRD36
2_97858717_97867967|ANKRD36,BRUNOL5,ANKRD36
2_97858717_97867967|ANKRD36,CPEB4,ANKRD36
2_97858717_97867967|ANKRD36,FXR1,ANKRD36
2_97858717_97867967|ANKRD36,HNRNPH1,ANKRD36
2_97858717_97867967|ANKRD36,HNRNPH2,ANKRD36
2_97858717_97867967|ANKRD36,HNRNPM,ANKRD36
2_97858717_97867967|ANKRD36,HNRNPU,ANKRD36
2_97858717_97867967|ANKRD36,MBNL1,ANKRD36
2_97858717_97867967|ANKRD36,PTBP1,ANKRD36
2_97858717_97867967|ANKRD36,RBM3,ANKRD36
2_97858717_97867967|ANKRD36,SRSF1,ANKRD36
2_97858717_97867967|ANKRD36,SRSF3,ANKRD36
2_97858717_97867967|ANKRD36,SRSF5,ANKRD36
2_97858717_97867967|ANKRD36,TIA1,ANKRD36
2_97858717_97867967|ANKRD36,TRA2B,ANKRD36
2_97858717_97867967|ANKRD36,YBX2,ANKRD36
2_97858717_97867967|ANKRD36,ZC3H14,ANKRD36
2_97864199_97870000|ANKRD36,CNOT4,ANKRD36
2_97864199_97870000|ANKRD36,FXR1,ANKRD36
2_97864199_97870000|ANKRD36,G3BP2,ANKRD36
2_97864199_97870000|ANKRD36,HNRNPA2B1,ANKRD36
2_97864199_97870000|ANKRD36,KHDRBS1,ANKRD36
2_97864199_97870000|ANKRD36,KHDRBS2,ANKRD36
2_97864199_97870000|ANKRD36,KHDRBS3,ANKRD36
2_97864199_97870000|ANKRD36,LIN28A,ANKRD36
2_97864199_97870000|ANKRD36,PABPC1,ANKRD36
2_97864199_97870000|ANKRD36,PABPC3,ANKRD36
2_97864199_97870000|ANKRD36,PABPC4,ANKRD36
2_97864199_97870000|ANKRD36,PABPC5,ANKRD36
2_97864199_97870000|ANKRD36,PABPN1,ANKRD36
2_97864199_97870000|ANKRD36,PTBP1,ANKRD36
2_97864199_97870000|ANKRD36,RBM3,ANKRD36
2_97864199_97870000|ANKRD36,RBM42,ANKRD36
2_97864199_97870000|ANKRD36,RBM5,ANKRD36
2_97864199_97870000|ANKRD36,SART3,ANKRD36
2_97864199_97870000|ANKRD36,SRSF1,ANKRD36
2_97864199_97870000|ANKRD36,SRSF10,ANKRD36
2_97864199_97870000|ANKRD36,SRSF2,ANKRD36
2_97864199_97870000|ANKRD36,SRSF3,ANKRD36
2_97864199_97870000|ANKRD36,SRSF5,ANKRD36
2_97864199_97870000|ANKRD36,SRSF7,ANKRD36
2_97864199_97870000|ANKRD36,TRA2B,ANKRD36
2_97866070_97873743|ANKRD36,DAZAP1,ANKRD36
2_97866070_97873743|ANKRD36,HNRNPF,ANKRD36
2_97866070_97873743|ANKRD36,HNRNPH1,ANKRD36
2_97866070_97873743|ANKRD36,IGF2BP2,ANKRD36
2_97866070_97873743|ANKRD36,IGF2BP3,ANKRD36
2_97866070_97873743|ANKRD36,KHDRBS1,ANKRD36
2_97866070_97873743|ANKRD36,KHDRBS2,ANKRD36
2_97866070_97873743|ANKRD36,KHDRBS3,ANKRD36
2_97866070_97873743|ANKRD36,LIN28A,ANKRD36
2_97866070_97873743|ANKRD36,PABPC1,ANKRD36
2_97866070_97873743|ANKRD36,PABPC3,ANKRD36
2_97866070_97873743|ANKRD36,PABPC4,ANKRD36
2_97866070_97873743|ANKRD36,PABPC5,ANKRD36
2_97866070_97873743|ANKRD36,PABPN1,ANKRD36
2_97866070_97873743|ANKRD36,PTBP1,ANKRD36
2_97866070_97873743|ANKRD36,QKI,ANKRD36
2_97866070_97873743|ANKRD36,RBM3,ANKRD36
2_97866070_97873743|ANKRD36,RBM42,ANKRD36
2_97866070_97873743|ANKRD36,SART3,ANKRD36
2_97866070_97873743|ANKRD36,SRSF10,ANKRD36
2_97866070_97873743|ANKRD36,SRSF2,ANKRD36
2_97866070_97873743|ANKRD36,SRSF3,ANKRD36
2_97866070_97873743|ANKRD36,SRSF5,ANKRD36
2_97866070_97873743|ANKRD36,SRSF7,ANKRD36
2_97866070_97873743|ANKRD36,TRA2B,ANKRD36
2_97866070_97873743|ANKRD36,YBX2,ANKRD36
2_97869804_97870000|ANKRD36,CNOT4,ANKRD36
2_97869804_97870000|ANKRD36,FXR1,ANKRD36
2_97869804_97870000|ANKRD36,G3BP2,ANKRD36
2_97869804_97870000|ANKRD36,HNRNPA2B1,ANKRD36
2_97869804_97870000|ANKRD36,KHDRBS1,ANKRD36
2_97869804_97870000|ANKRD36,KHDRBS2,ANKRD36
2_97869804_97870000|ANKRD36,KHDRBS3,ANKRD36
2_97869804_97870000|ANKRD36,LIN28A,ANKRD36
2_97869804_97870000|ANKRD36,PABPC1,ANKRD36
2_97869804_97870000|ANKRD36,PABPC3,ANKRD36
2_97869804_97870000|ANKRD36,PABPC4,ANKRD36
2_97869804_97870000|ANKRD36,PABPC5,ANKRD36
2_97869804_97870000|ANKRD36,PABPN1,ANKRD36
2_97869804_97870000|ANKRD36,PTBP1,ANKRD36
2_97869804_97870000|ANKRD36,RBM3,ANKRD36
2_97869804_97870000|ANKRD36,RBM42,ANKRD36
2_97869804_97870000|ANKRD36,RBM5,ANKRD36
2_97869804_97870000|ANKRD36,SART3,ANKRD36
2_97869804_97870000|ANKRD36,SRSF1,ANKRD36
2_97869804_97870000|ANKRD36,SRSF10,ANKRD36
2_97869804_97870000|ANKRD36,SRSF2,ANKRD36
2_97869804_97870000|ANKRD36,SRSF3,ANKRD36
2_97869804_97870000|ANKRD36,SRSF5,ANKRD36
2_97869804_97870000|ANKRD36,SRSF7,ANKRD36
2_97869804_97870000|ANKRD36,TRA2B,ANKRD36
2_97869927_97871705|ANKRD36,CNOT4,ANKRD36
2_97869927_97871705|ANKRD36,CPEB4,ANKRD36
2_97869927_97871705|ANKRD36,CUG-BP,ANKRD36
2_97869927_97871705|ANKRD36,MBNL1,ANKRD36
2_97869927_97871705|ANKRD36,PTBP1,ANKRD36
2_97869927_97871705|ANKRD36,SRSF3,ANKRD36
2_97869927_97871705|ANKRD36,SRSF5,ANKRD36
2_97869927_97871705|ANKRD36,SRSF7,ANKRD36
2_97869927_97871705|ANKRD36,TRA2B,ANKRD36
2_97869927_97871705|ANKRD36,YBX2,ANKRD36
2_97869927_97871705|ANKRD36,ZC3H14,ANKRD36
2_97877282_97877478|ANKRD36,CNOT4,ANKRD36
2_97877282_97877478|ANKRD36,HNRNPL,ANKRD36
2_97877282_97877478|ANKRD36,IGF2BP2,ANKRD36
2_97877282_97877478|ANKRD36,KHDRBS2,ANKRD36
2_97877282_97877478|ANKRD36,KHDRBS3,ANKRD36
2_97877282_97877478|ANKRD36,PABPC1,ANKRD36
2_97877282_97877478|ANKRD36,PABPC4,ANKRD36
2_97877282_97877478|ANKRD36,PTBP1,ANKRD36
2_97877282_97877478|ANKRD36,QKI,ANKRD36
2_97877282_97877478|ANKRD36,RBM42,ANKRD36
2_97877282_97877478|ANKRD36,SART3,ANKRD36
2_97877282_97877478|ANKRD36,SRSF3,ANKRD36
2_97877282_97877478|ANKRD36,SRSF5,ANKRD36
2_97877282_97877478|ANKRD36,SRSF7,ANKRD36
2_97877282_97877478|ANKRD36,TRA2B,ANKRD36
2_97877282_97877478|ANKRD36,YBX2,ANKRD36
2_97877282_97877478|ANKRD36,ZCRB1,ANKRD36
2_98160419_98162201|ANKRD36B,FMR1,ANKRD36B
2_98160419_98162201|ANKRD36B,FXR1,ANKRD36B
2_98160419_98162201|ANKRD36B,HNRNPL,ANKRD36B
2_98160419_98162201|ANKRD36B,PABPC4,ANKRD36B
2_98160419_98162201|ANKRD36B,SRSF1,ANKRD36B
2_98160419_98162201|ANKRD36B,SRSF3,ANKRD36B
2_98160419_98162201|ANKRD36B,SRSF5,ANKRD36B
2_98160419_98162201|ANKRD36B,SRSF7,ANKRD36B
2_98160419_98162201|ANKRD36B,TRA2B,ANKRD36B
2_98160419_98162201|ANKRD36B,YBX1,ANKRD36B
2_98160419_98162201|ANKRD36B,YBX2,ANKRD36B
2_98162128_98162324|ANKRD36B,CNOT4,ANKRD36B
2_98162128_98162324|ANKRD36B,HNRNPL,ANKRD36B
2_98162128_98162324|ANKRD36B,HNRPLL,ANKRD36B
2_98162128_98162324|ANKRD36B,IGF2BP2,ANKRD36B
2_98162128_98162324|ANKRD36B,IGF2BP3,ANKRD36B
